796,232,563
soda,3,0,0.0129310344828,0.00215517241379,0.712020460358
bonchon,1,0,0.00431034482759,0.000718390804598,0.712020460358
chicken,1,0,0.00431034482759,0.000718390804598,0.712020460358
burritos?,8,0,0.0344827586207,0.00574712643678,0.712020460358
chipotle,2,0,0.00862068965517,0.0014367816092,0.712020460358
chips?,4,0,0.0172413793103,0.00287356321839,0.712020460358
guacamole,2,0,0.00862068965517,0.0014367816092,0.712020460358
taquito,1,0,0.00431034482759,0.000718390804598,0.712020460358
curry,1,0,0.00431034482759,0.000718390804598,0.712020460358
popcorn,5,0,0.0215517241379,0.00359195402299,0.712020460358
wine,4,0,0.0172413793103,0.00287356321839,0.712020460358
cheeses?,2,0,0.00862068965517,0.0014367816092,0.712020460358
berryline,7,2,0.0301724137931,0.00355239786856,0.777777777778
\bice\b,4,6,0.0172413793103,0.0106571936057,0.4
proceeds,0,1,0.000296033155713,0.00177619893428,0.0642659279778
pastr(y|ies),2,2,0.00862068965517,0.00355239786856,0.5
buffets?,3,0,0.0129310344828,0.00215517241379,0.712020460358
hors,2,0,0.00862068965517,0.0014367816092,0.712020460358
oeuvre,2,0,0.00862068965517,0.0014367816092,0.712020460358
bbq,6,1,0.0258620689655,0.00177619893428,0.857142857143
cupcakes?,3,0,0.0129310344828,0.00215517241379,0.712020460358
creamy?,3,0,0.0129310344828,0.00215517241379,0.712020460358
felipe,5,0,0.0215517241379,0.00359195402299,0.712020460358
barbe[cq]ue,0,4,0.00118413262285,0.00710479573712,0.0642659279778
froyo,2,0,0.00862068965517,0.0014367816092,0.712020460358
macaro+n,1,0,0.00431034482759,0.000718390804598,0.712020460358
cocktails?,10,0,0.0431034482759,0.00718390804598,0.712020460358
\bpho\b,0,1,0.000296033155713,0.00177619893428,0.0642659279778
pinkberry,1,1,0.00431034482759,0.00177619893428,0.5
bake(d?|s?),1,0,0.00431034482759,0.000718390804598,0.712020460358
baking,1,0,0.00431034482759,0.000718390804598,0.712020460358
\boggi,1,0,0.00431034482759,0.000718390804598,0.712020460358
marshmallow,1,0,0.00431034482759,0.000718390804598,0.712020460358
